42;163;0,003691123
42;171;0,003872283
42;174;0,003940217
42;166;0,003759058
42;156;0,003532609
42;155;0,003509964
42;166;0,003759058
42;159;0,003600543
42;161;0,003645833
42;158;0,003577899
42;153;0,003464674
42;175;0,003962862
42;154;0,003487319
42;162;0,003668478
42;149;0,003374094
42;161;0,003645833
42;163;0,003691123
42;153;0,003464674
42;155;0,003509964
42;164;0,003713768
42;162;0,003668478
42;166;0,003759058
42;157;0,003555254
42;165;0,003736413
42;156;0,003532609
42;153;0,003464674
42;154;0,003487319
42;177;0,004008152
42;143;0,003238225
42;162;0,003668478
40;168;0,003804348
40;178;0,004030797
40;176;0,003985507
40;168;0,003804348
40;175;0,003962862
40;171;0,003872283
40;168;0,003804348
40;167;0,003781703
40;165;0,003736413
40;163;0,003691123
40;147;0,003328804
40;157;0,003555254
40;149;0,003374094
40;164;0,003713768
40;150;0,003396739
40;175;0,003962862
40;159;0,003600543
40;169;0,003826993
40;158;0,003577899
40;153;0,003464674
40;172;0,003894928
40;154;0,003487319
40;171;0,003872283
40;163;0,003691123
40;167;0,003781703
40;163;0,003691123
40;152;0,003442029
40;165;0,003736413
40;174;0,003940217
40;157;0,003555254
39;181;0,004098732
39;174;0,003940217
39;161;0,003645833
39;172;0,003894928
39;162;0,003668478
39;167;0,003781703
39;175;0,003962862
39;175;0,003962862
39;183;0,004144022
39;178;0,004030797
39;164;0,003713768
39;167;0,003781703
39;169;0,003826993
39;172;0,003894928
39;176;0,003985507
39;165;0,003736413
39;180;0,004076087
39;161;0,003645833
39;188;0,004257246
39;167;0,003781703
39;171;0,003872283
39;185;0,004189312
39;158;0,003577899
39;176;0,003985507
39;192;0,004347826
39;165;0,003736413
39;181;0,004098732
39;170;0,003849638
39;161;0,003645833
39;161;0,003645833
37;173;0,003917572
37;173;0,003917572
37;189;0,004279891
37;167;0,003781703
37;172;0,003894928
37;183;0,004144022
37;175;0,003962862
37;191;0,004325181
37;177;0,004008152
37;169;0,003826993
37;181;0,004098732
37;170;0,003849638
37;167;0,003781703
37;171;0,003872283
37;189;0,004279891
37;194;0,004393116
37;170;0,003849638
37;180;0,004076087
37;202;0,004574275
37;173;0,003917572
37;177;0,004008152
37;183;0,004144022
37;187;0,004234601
37;185;0,004189312
37;182;0,004121377
37;190;0,004302536
37;184;0,004166667
37;186;0,004211957
37;177;0,004008152
37;180;0,004076087
36;186;0,004211957
36;163;0,003691123
36;188;0,004257246
36;200;0,004528986
36;189;0,004279891
36;189;0,004279891
36;183;0,004144022
36;173;0,003917572
36;186;0,004211957
36;189;0,004279891
36;187;0,004234601
36;203;0,00459692
36;180;0,004076087
36;186;0,004211957
36;183;0,004144022
36;193;0,004370471
36;192;0,004347826
36;193;0,004370471
36;188;0,004257246
36;175;0,003962862
36;196;0,004438406
36;183;0,004144022
36;178;0,004030797
36;190;0,004302536
36;191;0,004325181
36;188;0,004257246
36;194;0,004393116
36;188;0,004257246
36;181;0,004098732
36;184;0,004166667
35;206;0,004664855
35;194;0,004393116
35;201;0,00455163
35;198;0,004483696
35;212;0,004800725
35;202;0,004574275
35;177;0,004008152
35;192;0,004347826
35;179;0,004053442
35;197;0,004461051
35;209;0,00473279
35;189;0,004279891
35;194;0,004393116
35;184;0,004166667
35;187;0,004234601
35;203;0,00459692
35;198;0,004483696
35;207;0,0046875
35;192;0,004347826
35;194;0,004393116
35;201;0,00455163
35;203;0,00459692
35;188;0,004257246
35;194;0,004393116
35;182;0,004121377
35;199;0,004506341
35;187;0,004234601
35;209;0,00473279
35;190;0,004302536
35;201;0,00455163
33;218;0,004936594
33;217;0,004913949
33;236;0,005344203
33;213;0,00482337
33;217;0,004913949
33;225;0,005095109
33;235;0,005321558
33;229;0,005185688
33;226;0,005117754
33;223;0,005049819
33;221;0,005004529
33;221;0,005004529
33;209;0,00473279
33;233;0,005276268
33;218;0,004936594
33;237;0,005366848
33;219;0,004959239
33;228;0,005163043
33;215;0,004868659
33;225;0,005095109
33;219;0,004959239
33;229;0,005185688
33;209;0,00473279
33;226;0,005117754
33;228;0,005163043
33;223;0,005049819
33;238;0,005389493
33;217;0,004913949
33;227;0,005140399
33;220;0,004981884
